country_name,country_code,indicator_name,indicator_code,debt
Afghanistan,AFG,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $72,894,453.70 "
Afghanistan,AFG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $53,239,440.10 "
Afghanistan,AFG,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $61,739,336.90 "
Afghanistan,AFG,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $49,114,729.40 "
Afghanistan,AFG,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $39,903,620.10 "
Afghanistan,AFG,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $39,107,845.00 "
Afghanistan,AFG,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $23,779,724.30 "
Afghanistan,AFG,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $13,335,820.00 "
Afghanistan,AFG,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $100,847,181.90 "
Afghanistan,AFG,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $72,894,453.70 "
Afghanistan,AFG,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $53,239,440.10 "
Afghanistan,AFG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $100,847,181.90 "
Albania,ALB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $317,194,512.50 "
Albania,ALB,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $165,602,386.90 "
Albania,ALB,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $87,884,000.00 "
Albania,ALB,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $54,250,280.60 "
Albania,ALB,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $76,050,616.10 "
Albania,ALB,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $13,847,333.60 "
Albania,ALB,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, $-   
Albania,ALB,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $31,030,688.20 "
Albania,ALB,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $39,445,139.50 "
Albania,ALB,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," $4,542,664.90 "
Albania,ALB,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $4,618,504.30 "
Albania,ALB,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $182,197,616.70 "
Albania,ALB,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $234,321,242.30 "
Albania,ALB,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $28,101,536.10 "
Albania,ALB,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $236,447,897.30 "
Albania,ALB,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $310,371,858.40 "
Albania,ALB,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $41,948,869.70 "
Albania,ALB,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," $170,018.40 "
Albania,ALB,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD," $2,279,989.20 "
Albania,ALB,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $120,324.70 "
Albania,ALB,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $39,615,157.90 "
Albania,ALB,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $6,822,654.10 "
Albania,ALB,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $35,769,517.20 "
Albania,ALB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $790,248,675.20 "
Albania,ALB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $514,185,620.00 "
Algeria,DZA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $10,320,772.20 "
Algeria,DZA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $19,031,728.70 "
Algeria,DZA,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $3,220,000.00 "
Algeria,DZA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $95,188,724.60 "
Algeria,DZA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $10,320,772.20 "
Algeria,DZA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $7,680,627.60 "
Algeria,DZA,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $576,463.50 "
Algeria,DZA,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $13,192.30 "
Algeria,DZA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD, $-   
Algeria,DZA,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $8,094,779.00 "
Algeria,DZA,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $95,188,724.60 "
Algeria,DZA,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $10,320,772.20 "
Algeria,DZA,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $15,775,406.60 "
Algeria,DZA,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD, $-   
Algeria,DZA,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $23,129.80 "
Algeria,DZA,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $576,463.50 "
Algeria,DZA,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $36,322.10 "
Algeria,DZA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $171,185,188.10 "
Algeria,DZA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $75,420,000.00 "
Angola,AGO,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $10,924,018,093.10 "
Angola,AGO,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $1,798,550,445.50 "
Angola,AGO,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $8,473,824,016.30 "
Angola,AGO,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $8,838,256,901.10 "
Angola,AGO,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $1,005,053,965.10 "
Angola,AGO,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," $1,000,000,000.00 "
Angola,AGO,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $70,000,000.00 "
Angola,AGO,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $1,125,088,719.90 "
Angola,AGO,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," $1,906,771,593.80 "
Angola,AGO,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $580,902,004.30 "
Angola,AGO,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $124,688,691.90 "
Angola,AGO,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $178,989,598.20 "
Angola,AGO,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $47,038,476.10 "
Angola,AGO,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $8,598,512,708.20 "
Angola,AGO,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $9,017,246,499.30 "
Angola,AGO,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $1,052,092,441.20 "
Angola,AGO,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," $343,444,200.00 "
Angola,AGO,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $95,556,000.00 "
Angola,AGO,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $2,468,532,919.90 "
Angola,AGO,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $1,906,771,593.80 "
Angola,AGO,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $746,458,004.30 "
Angola,AGO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $11,067,045,628.10 "
Armenia,ARM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $426,959,175.60 "
Armenia,ARM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $275,292,981.10 "
Armenia,ARM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $128,076,000.00 "
Armenia,ARM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $68,968,314.70 "
Armenia,ARM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $174,269,846.70 "
Armenia,ARM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $24,094,832.00 "
Armenia,ARM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, $-   
Armenia,ARM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $65,754,000.00 "
Armenia,ARM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $1,635,012.00 "
Armenia,ARM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $196,685.20 "
Armenia,ARM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $94,331,207.10 "
Armenia,ARM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $252,689,328.90 "
Armenia,ARM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $57,171,463.90 "
Armenia,ARM,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $163,299,521.80 "
Armenia,ARM,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $426,959,175.60 "
Armenia,ARM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $81,266,295.90 "
Armenia,ARM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $1,635,012.00 "
Armenia,ARM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $65,950,685.20 "
Armenia,ARM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $845,630,723.80 "
Armenia,ARM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $680,696,190.00 "
Azerbaijan,AZE,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $1,088,458,061.20 "
Azerbaijan,AZE,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $495,732,858.10 "
Azerbaijan,AZE,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $74,183,981.00 "
Azerbaijan,AZE,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $106,369,937.00 "
Azerbaijan,AZE,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $84,748,079.60 "
Azerbaijan,AZE,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $10,085,950.00 "
Azerbaijan,AZE,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, $-   
Azerbaijan,AZE,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $225,022,000.00 "
Azerbaijan,AZE,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $423,613,103.80 "
Azerbaijan,AZE,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," $347,550,999.60 "
Azerbaijan,AZE,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $49,574,780.20 "
Azerbaijan,AZE,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $513,623,656.50 "
Azerbaijan,AZE,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $656,158,982.00 "
Azerbaijan,AZE,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $136,577,146.90 "
Azerbaijan,AZE,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $619,993,593.50 "
Azerbaijan,AZE,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $740,907,061.60 "
Azerbaijan,AZE,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $146,663,096.90 "
Azerbaijan,AZE,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," $4,110,150.20 "
Azerbaijan,AZE,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $289,000.00 "
Azerbaijan,AZE,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $427,723,254.00 "
Azerbaijan,AZE,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $347,550,999.60 "
Azerbaijan,AZE,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $274,885,780.20 "
Azerbaijan,AZE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $1,513,813,661.40 "
Azerbaijan,AZE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $466,096,813.90 "
Bangladesh,BGD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $9,050,557,611.90 "
Bangladesh,BGD,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $821,146,448.70 "
Bangladesh,BGD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $155,543,000.00 "
Bangladesh,BGD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $386,702,219.80 "
Bangladesh,BGD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $6,141,785,637.50 "
Bangladesh,BGD,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $309,079,773.40 "
Bangladesh,BGD,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $3,943,983.70 "
Bangladesh,BGD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD, $-   
Bangladesh,BGD,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $1,039,564,682.70 "
Bangladesh,BGD,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $2,908,771,974.40 "
Bangladesh,BGD,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $356,392,675.30 "
Bangladesh,BGD,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $1,426,266,902.50 "
Bangladesh,BGD,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $9,050,557,611.90 "
Bangladesh,BGD,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $665,472,448.70 "
Bangladesh,BGD,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," $1,683,666.70 "
Bangladesh,BGD,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $131,000.00 "
Bangladesh,BGD,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $5,627,650.40 "
Bangladesh,BGD,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $131,000.00 "
Bangladesh,BGD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $2,077,014,552.90 "
Bangladesh,BGD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $645,120,000.00 "
Belarus,BLR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $2,525,227,414.90 "
Belarus,BLR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $1,214,489,897.10 "
Belarus,BLR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $272,640,306.40 "
Belarus,BLR,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $1,487,363,278.50 "
Belarus,BLR,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $2,265,336,386.70 "
Belarus,BLR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $630,234,914.90 "
Belarus,BLR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, $-   
Belarus,BLR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $100,750,000.00 "
Belarus,BLR,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $935,058,288.40 "
Belarus,BLR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $77,099,095.90 "
Belarus,BLR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $595,438,826.00 "
Belarus,BLR,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $241,493,806.00 "
Belarus,BLR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $133,026,579.90 "
Belarus,BLR,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $2,082,802,104.50 "
Belarus,BLR,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $2,506,830,192.70 "
Belarus,BLR,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $763,261,494.80 "
Belarus,BLR,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," $28,912,000.00 "
Belarus,BLR,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD," $18,397,222.20 "
Belarus,BLR,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $739,000.00 "
Belarus,BLR,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $963,970,288.40 "
Belarus,BLR,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $18,397,222.20 "
Belarus,BLR,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $178,588,095.90 "
Belarus,BLR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $4,640,037,884.20 "
Belarus,BLR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $1,593,265,491.30 "
Belize,BLZ,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $53,429,527.60 "
Belize,BLZ,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $53,565,437.10 "
Belize,BLZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $4,480,000.00 "
Belize,BLZ,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $23,329,498.40 "
Belize,BLZ,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $3,581,448.70 "
Belize,BLZ,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $3,455,608.40 "
Belize,BLZ,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD," $26,325,100.00 "
Belize,BLZ,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $33,549,000.00 "
Belize,BLZ,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD, $-   
Belize,BLZ,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $1,084,000.00 "
Belize,BLZ,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $29,683,326.50 "
Belize,BLZ,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $49,848,078.90 "
Belize,BLZ,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $10,996,828.70 "
Belize,BLZ,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $53,012,824.90 "
Belize,BLZ,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $53,429,527.60 "
Belize,BLZ,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $14,452,437.10 "
Belize,BLZ,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $26,325,100.00 "
Belize,BLZ,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $34,633,000.00 "
Belize,BLZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $105,609,924.90 "
Belize,BLZ,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $26,272,000.00 "
Benin,BEN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $648,444,772.90 "
Benin,BEN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $50,293,011.90 "
Benin,BEN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $26,014,505.80 "
Benin,BEN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $334,698,287.30 "
Benin,BEN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $13,208,408.60 "
Benin,BEN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $28,675,813.00 "
Benin,BEN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," $43,999,044.40 "
Benin,BEN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $3,565,299.60 "
Benin,BEN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $91,631,639.50 "
Benin,BEN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $269,747,441.20 "
Benin,BEN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $33,519,303.70 "
Benin,BEN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $117,646,145.30 "
Benin,BEN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $604,445,728.50 "
Benin,BEN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $46,727,712.30 "
Benin,BEN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $28,675,813.00 "
Benin,BEN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $43,999,044.40 "
Benin,BEN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $3,565,299.60 "
Benin,BEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $146,321,958.30 "
Bhutan,BTN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $149,814,565.80 "
Bhutan,BTN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $201,006,184.10 "
Bhutan,BTN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $189,877,869.80 "
Bhutan,BTN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $95,819,437.40 "
Bhutan,BTN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $184,064,524.80 "
Bhutan,BTN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $5,990,246.60 "
Bhutan,BTN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," $11,867,672.10 "
Bhutan,BTN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $8,052,276.30 "
Bhutan,BTN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $17,390,420.50 "
Bhutan,BTN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $42,127,456.30 "
Bhutan,BTN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $8,889,383.00 "
Bhutan,BTN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $207,268,290.30 "
Bhutan,BTN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $137,946,893.70 "
Bhutan,BTN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $192,953,907.80 "
Bhutan,BTN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $5,990,246.60 "
Bhutan,BTN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $11,867,672.10 "
Bhutan,BTN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $8,052,276.30 "
Bhutan,BTN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $213,258,536.90 "
Bolivia,BOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $1,421,491,255.20 "
Bolivia,BOL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $394,855,845.90 "
Bolivia,BOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $108,075,000.00 "
Bolivia,BOL,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $67,814,879.90 "
Bolivia,BOL,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $554,128,686.30 "
Bolivia,BOL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD," $32,609,012.40 "
Bolivia,BOL,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD, $-   
Bolivia,BOL,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD," $99,122,000.00 "
Bolivia,BOL,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD," $266,701.50 "
Bolivia,BOL,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD," $16,528,896.50 "
Bolivia,BOL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD," $62,662.50 "
Bolivia,BOL,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD," $357,721,211.50 "
Bolivia,BOL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD," $850,833,672.40 "
Bolivia,BOL,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD," $154,977,576.60 "
Bolivia,BOL,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD," $425,536,091.40 "
Bolivia,BOL,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD," $1,404,962,358.70 "
Bolivia,BOL,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD," $187,586,589.00 "
Bolivia,BOL,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD," $1,076,571.60 "
Bolivia,BOL,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD," $9,594.40 "
Bolivia,BOL,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD," $1,343,273.10 "
Bolivia,BOL,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD," $16,528,896.50 "
Bolivia,BOL,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD," $99,194,256.90 "
Bolivia,BOL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD," $1,060,650,554.50 "
Bolivia,BOL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD," $633,771,190.00 "
Bosnia and Herzegovina,BIH,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD," $253,819,587.30 "
Bosnia and Herzegovina,BIH,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD," $604,620,360.00 "
Bosnia and Herzegovina,BIH,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD," $545,519,000.00 "
Bosnia and Herzegovina,BIH,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD," $108,704,966.20 "
Bosnia and Herzegovina,BIH,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD," $114,375,048.30 "
